"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","23","1","1","24.041582","0","158"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","23","1","1","24.058689","0","135"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","23","1","1","24.623665","0","146"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","23","1","1","24.348494","0","155"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","23","1","1","23.964361","0","159"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","23","1","1","23.558283","0","185"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","27","1","1","17.970667","0","233"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","27","1","1","16.977707","0","216"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","96","1","1","76.746048","0","1445"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","23","1","1","24.190088","0","106"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","23","1","1","24.377844","0","140"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","23","1","1","25.030922","0","148"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","23","1","1","24.692841","0","188"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","23","1","1","24.727175","0","151"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","23","1","1","28.623550","0","139"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","23","1","1","28.650349","0","132"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","23","1","1","23.622849","0","171"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","23","1","1","25.448460","0","196"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","23","1","1","23.859222","0","147"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","23","1","1","24.142317","0","130"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","42","1","1","42.242794","0","483"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","33","1","1","22.924528","0","269"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","23","1","1","25.547705","0","195"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","23","1","1","24.118765","0","171"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","23","2","1","23.921246","0","132"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","23","1","1","24.289995","0","162"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","23","1","1","24.015038","0","164"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","1","1","3.530083","0","11"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","23","1","1","24.615252","0","173"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","23","1","1","26.127625","0","176"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","23","2","1","24.339407","0","195"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","23","1","1","26.967798","0","141"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","36","1","1","23.247709","0","305"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","36","1","1","23.424677","0","272"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","23","1","1","26.638773","0","149"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","23","1","1","26.781298","0","148"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","8","3","2","7.400577","0","21"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","24","1","1","31.044592","0","163"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","23","1","1","27.967548","0","146"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/Material/M_LitSpriteMaterial.M_LitSpriteMaterial","0","0","31","1","0.000000","0","0"
"/Paper2D/DefaultLitSpriteMaterial.DefaultLitSpriteMaterial","0","0","31","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","23","4","1","30.222614","0","89"
